UserID,CourseID,Sequence,Freq_Course_View,Freq_Forum_Consume,Freq_Forum_Contribute,Freq_Lecture_View,Regularity_Course_View,Regularity_Lecture_View,Regularity_Forum_Consume,Regularity_Forum_Contribute,Session_Count,Total_Duration,Active_Days,Final_Grade,State,StateID,Prob_Disengaged,Prob_Average,Prob_Active
06AC3EDE,79ED6873,8,-0.33753083575123516,0.4140336981313847,0.24165800692489742,-0.4069220127157302,-0.18323823264212744,0.33,0.64,0.54,-0.24900098460607267,0.16681085319831757,-0.6448226620812432,70.78,Average,2,2.9800900397005804e-05,0.9999560992160526,1.4099883550287726e-05
FE2E4C85,4C3F37F0,1,1.078478425107056,1.1281152858432533,0.6697554182015227,1.1807324772462569,1.1439437968332589,0.65,0.54,0.34,0.6923912620704693,1.1002819475735177,1.0642715191689098,81.44,Active,3,8.848056782043673e-20,3.0539667550227006e-06,0.9999969460332454
FE2E4C85,E54A52A3,2,1.000829964238132,0.604676415498421,-0.08197942988370534,0.6458117059288402,0.8727528699471966,0.77,0.44,0.5,0.8677757781465467,0.555803917789336,0.6391802055130845,84.83,Active,3,3.794195564927952e-15,0.0015506652695962237,0.9984493347303998
FE2E4C85,AB7EC624,3,0.641617244233005,0.8958824618361733,0.8249573558044879,0.3703601432383472,-0.8462210731160498,0.53,0.48,0.38,0.49297117793297335,0.43094108567296263,-0.16435242042815887,78.78,Average,2,6.293410436859616e-09,0.8579647997382313,0.14203519396835917
FE2E4C85,B0E95213,4,0.7702211562636418,0.31139387908210453,0.6350401915734085,0.9014296714689691,2.039865547479063,0.76,0.35,0.41,1.0481518630154982,0.6412362855267889,1.4924050144892729,78.19,Active,3,1.1660933366314307e-20,7.709216695447574e-07,0.9999992290783309
FE2E4C85,0B301F55,5,0.9515127271534632,1.0988263600398078,0.5021468295852106,0.6592230544547221,0.7826031707610106,0.61,0.59,0.59,1.1925088493372582,0.8821967931555923,0.4725605143998537,98.14,Active,3,6.758729766526305e-18,2.892300876039383e-05,0.99997107699124
FE2E4C85,2BEA9279,6,0.7955102988835008,1.732256668470142,1.115312934777363,-0.045033921194678694,-0.28581959821050545,0.61,0.59,0.42,0.9880035995532558,1.235918563344344,0.46566217330756426,78.26,Active,3,1.829433580607191e-16,5.998775265169132e-05,0.9999400122473482
FE2E4C85,2E7F80D3,7,1.3621110270301864,1.9964053663213956,1.029490799551822,0.9643616267578585,0.36816190335503046,0.65,0.59,0.78,1.0831655355206538,2.072875694206494,1.0679648581790224,75.82,Active,3,7.474785845186314e-25,2.2983835971093368e-10,0.9999999997701625
FE2E4C85,79ED6873,8,0.6909237763519821,0.9315758207956156,0.5880908140549954,0.9031842750180872,1.1523648852827082,0.64,0.62,0.61,0.9969110458363359,0.677913911569525,0.33435249144953333,87.69,Active,3,1.7357445523184505e-16,0.00036403427412536835,0.9996359657258743
51A82B85,4C3F37F0,1,0.8332852592198163,1.0637629877744075,-0.27697829210670455,-0.24394690944664008,2.359111540356262,0.69,0.78,0.59,1.4471601153184583,0.8682321588673454,2.153293538783608,81.44,Active,3,8.83467415353827e-25,2.451424130247878e-10,0.9999999997548574
51A82B85,E54A52A3,2,1.6687559932817106,1.7308462475378088,0.15181375904389888,-0.6353592621334604,2.4605482903105496,0.55,0.84,0.63,2.009976375023198,1.4192057310786177,2.514108808351466,84.83,Active,3,3.579149114150957e-33,7.335871784623753e-17,1.0
51A82B85,AB7EC624,3,0.5509001531460763,1.018054562628957,-0.5866363419054138,0.27050814383585153,2.2565895283094686,0.57,0.69,0.48,1.43256969956006,0.6164757392838554,1.7221275357907058,76.76,Active,3,3.1762591461590836e-22,2.029165740201612e-08,0.9999999797083421
51A82B85,B0E95213,4,0.4982875083149939,1.1758489693834355,0.4411497398671095,-0.48821957389049236,2.103566103965279,0.51,0.8,0.68,0.9554323576421933,0.11638358623214592,1.4924050144892729,81.15,Active,3,9.854834249386248e-19,6.777005253768609e-06,0.9999932229947454
51A82B85,0B301F55,5,-0.1424724939053317,0.286080975171932,-0.5215449511846392,-0.9309966816010917,0.6875412036911702,0.41,0.56,0.37,0.15604105156221587,-0.0962932683465185,0.7670547480113565,76.81,Average,2,5.457960227420772e-08,0.9945332240781579,0.0054667213422394684
51A82B85,2BEA9279,6,-0.32578497764891257,0.4550056855276061,-0.422932122056248,-0.3387779071690589,0.8644727725017147,0.28,0.7,0.31,0.5330603427958042,0.2952548183282988,0.46566217330756426,76.65,Average,2,2.818413237559708e-09,0.9333842253074356,0.06661577187415081
51A82B85,2E7F80D3,7,-0.6692110698017869,0.26108106482008375,0.3808102394966655,-0.8005817750626695,-0.34351508137310266,0.45,0.55,0.61,-0.6754971063969067,-0.5568426741831229,-0.2448504796800689,69.42,Average,2,0.0033859016639155894,0.9966136478803156,4.504557692236172e-07
51A82B85,79ED6873,8,-0.06529285019450118,1.6354331076189697,1.1423833054631523,0.10107838456881121,1.2358400801530105,0.48,0.69,0.64,0.6807841127390084,1.3478199405527398,1.0687338565976157,80.13,Active,3,3.533272355870549e-18,1.6770421819596922e-05,0.9999832295781805
A9D91207,4C3F37F0,1,0.2938602942678888,0.5221311456949543,1.7886225303839733,-0.8915284488525024,0.31251323547541415,0.48,0.56,0.63,0.46939137361083627,0.39965300490483996,0.19305390347715115,67.35,Average,2,4.833305305888512e-10,0.665030128224024,0.33496987129264555
A9D91207,E54A52A3,2,0.6901666949155372,0.3772767378750831,1.7883660815371285,0.8921907382485135,0.8139456321559613,0.57,0.51,0.63,0.5595629186718948,1.0681140514435483,0.6391802055130845,68.61,Active,3,5.237308008204152e-16,0.0006666142096799465,0.9993333857903197
A9D91207,AB7EC624,3,0.024741024841889833,1.1402266634217406,3.065582272804332,-1.0874790480380891,-0.44150664684315655,0.33,0.51,0.72,0.17310785142162471,0.7571331305816916,0.46447423164479607,69.09,Active,3,2.3359772292738513e-10,0.10744166804186775,0.8925583317245354
A9D91207,B0E95213,4,0.7192335972732703,1.5035508990401492,3.564940350690816,0.1873043648259125,0.2562499658650068,0.53,0.57,0.75,1.0110640608661763,0.7418995368492683,0.6396021490668313,67.69,Active,3,9.855534756031847e-20,3.2034366698989864e-07,0.9999996796563335
A9D91207,0B301F55,5,0.25865542048289314,0.4602407005007625,1.0329499751695772,-1.6151609866483605,-0.07295453286755145,0.34,0.46,0.44,-0.17126456878779753,0.23713507017035607,0.4725605143998537,56.17,Average,2,1.317576264224425e-07,0.9978774531095341,0.002122415132839713
A9D91207,2BEA9279,6,0.9922287684505908,0.3997400179964387,0.8589387586384277,-0.275832767317406,0.2893265871456049,0.63,0.53,0.56,0.8242240271205732,0.43214662258106784,0.24366043952139993,60.55,Active,3,3.5493383077713466e-12,0.061013676471579605,0.9389863235248714
A9D91207,2E7F80D3,7,1.044285120723143,0.7684184021360819,1.9214265696276627,0.28553724144227083,0.1740681802473577,0.59,0.41,0.58,0.8840716515299865,1.0763141381607715,0.1927546329396282,65.36,Active,3,5.007114015107265e-16,0.00025874971661572115,0.9997412502833829
A9D91207,79ED6873,8,0.7211724414138414,1.2990307278872195,2.025786963644902,-1.6635545744195959,0.4010881314499886,0.47,0.54,0.57,0.7923583244204181,0.3917947662427183,-0.40002887369854906,60.64,Active,3,1.0244752413265835e-11,0.028035750905597318,0.9719642490841577
065F7507,4C3F37F0,1,-1.4061456558836405,-0.6737490600844321,-0.5007517145431947,0.8407521690581792,-0.5828735229099574,0.29,0.49,0.37,-1.4003769219353182,-1.000253284059622,-0.8959681161375472,66.67,Disengaged,1,0.9993866020229216,0.0006133979741988883,2.8797028509680626e-12
065F7507,E54A52A3,2,-1.3291445556813284,-1.5285491317300348,-1.6684332118924483,-0.7010603374187065,-1.1855004527460387,0.45,0.39,0.38,-1.90613995712532,-1.7816817945824701,-1.2357483973252967,62.32,Disengaged,1,0.9999999998732134,1.2678692805896864e-10,2.319929501466626e-20
065F7507,AB7EC624,3,-0.41070101237536794,-0.3136213360123845,-0.20573010601544034,0.7497977409678306,-0.9811258818736811,0.35,0.47,0.28,-0.7265077543915434,-1.1078813528191263,-0.7931790725011137,71.84,Average,2,0.43748205211491686,0.5625179024863943,4.539868878390766e-08
065F7507,B0E95213,4,-1.5072231453062843,-0.5869614108388864,-0.5498459021873078,-0.3917161540738631,-0.5081567119695891,0.46,0.35,0.24,-1.2142040680931443,-0.4917811413332888,-0.8528028654224417,64.86,Disengaged,1,0.9969235937194204,0.003076406271723303,8.856652218591389e-12
065F7507,0B301F55,5,-0.7623974525053155,-0.32928338765660253,-0.9006900551734723,-0.5241962840054184,-0.1680164999373918,0.55,0.52,0.4,-0.7167739360378198,-0.5306847932067019,-0.11642795282315196,59.58,Average,2,0.03242512344118491,0.9675747265047682,1.5005404659866866e-07
065F7507,2BEA9279,6,-0.4241442124324576,-0.01168217362447426,-0.6093860683391099,-0.3387779071690589,0.001753494467549517,0.5,0.59,0.37,-0.4678148220705895,-0.2779715532004864,-0.2003430280509288,62.62,Average,2,0.0002990912680703955,0.999698824125105,2.084606824580241e-06
065F7507,2E7F80D3,7,-0.3928407164913144,0.26108106482008375,-0.5516680655826223,-0.031247471705003426,-0.08472345056287266,0.43,0.65,0.35,-0.5095855364046841,0.6400686579564404,-0.682455592299766,68.56,Average,2,9.253213076938163e-05,0.9998958727068714,1.1595162359608151e-05
065F7507,79ED6873,8,-1.7289694285967643,-1.0092071391952502,-1.0228217390999603,-0.5673431908055854,-0.8510397916045448,0.27,0.39,0.37,-1.5878915247829894,-1.553072255368328,-1.1344102388466315,64.11,Disengaged,1,0.9999999521249434,4.787505626910971e-08,1.3018338185339854e-17
